"","Group.1","score","facility_a","facility_c","facility_i","facility_n","pe_descrip","coords.x1","coords.x2"
"150","FA0251731",95.6666666666667,"3150 WILSHIRE BLVD","LOS ANGELES","FA0251731","BUFFALO WILD WINGS","RESTAURANT (61-150) SEATS HIGH RISK",-118.291027,34.061791
"151","FA0070975",98.6666666666667,"4631 E AVENUE S","PALMDALE","FA0070975","STARBUCKS COFFEE #10111","RESTAURANT (0-30) SEATS LOW RISK",-118.046434,34.558131
"152","FA0069069",97.125,"13901 OSBORNE ST","PACOIMA","FA0069069","TACOS JR.","RESTAURANT (31-60) SEATS HIGH RISK",-118.436123,34.234751
"153","FA0027411",91.8571428571429,"131 YALE AVE","CLAREMONT","FA0027411","HEROES & LEGENDS BAR & GRILL","RESTAURANT (61-150) SEATS HIGH RISK",-117.717902,34.095313
"154","FA0041680",90.1428571428571,"2424 SEPULVEDA BLVD STE M","TORRANCE","FA0041680","NEW YORK DELI #2","RESTAURANT (61-150) SEATS HIGH RISK",-118.326215,33.821347
"155","FA0062342",94,"11740 SAN VICENTE BLVD STE 101","LOS ANGELES","FA0062342","FRESH BROTHERS","RESTAURANT (0-30) SEATS MODERATE RISK",-118.466903,34.053262
"156","FA0250699",99.1428571428571,"13633 S WESTERN AVE","GARDENA","FA0250699","RAMONA'S MEXICAN FOOD PRODUCTS","RESTAURANT (0-30) SEATS HIGH RISK",-118.309119,33.907751
"157","FA0012915",94.7142857142857,"3618 E COLORADO BLVD","PASADENA","FA0012915","ELIZABETH'S MEAT MARKET","RESTAURANT (0-30) SEATS HIGH RISK",-118.075814,34.146266
"158","FA0243674",93.875,"3654 E SLAUSON AVE","MAYWOOD","FA0243674","C&C RESTAURANT BAKERY","RESTAURANT (0-30) SEATS HIGH RISK",-118.199139,33.988544
"159","FA0052409",94,"555 E HARDY ST","INGLEWOOD","FA0052409","CENTINELA HOSPITAL MED CENTER","RESTAURANT (0-30) SEATS HIGH RISK",-118.348214,33.949086
"160","FA0154994",96.5974025974026,"18400 AVALON BLVD STE 300","CARSON","FA0154994","DIGNITY HEALTH SPORTS PARK","RESTAURANT (0-30) SEATS LOW RISK",-118.266006,33.862978
"161","FA0248493",94,"815 S HILL ST","LOS ANGELES","FA0248493","SHIBUMI","RESTAURANT (0-30) SEATS HIGH RISK",-118.256051,34.044186
"162","FA0061187",82.8571428571429,"11227 S FIGUEROA ST","LOS ANGELES","FA0061187","DURANGO RESTAURANT","RESTAURANT (0-30) SEATS HIGH RISK",-118.282592,33.932666
"163","FA0002799",97.3333333333333,"228 W 2ND ST","POMONA","FA0002799","ACEROGAMI","RESTAURANT (61-150) SEATS LOW RISK",-117.751599,34.05782
"164","FA0059217",96.6666666666667,"2521 W COMMONWEALTH AVE","ALHAMBRA","FA0059217","CARL'S JR #7392","RESTAURANT (31-60) SEATS MODERATE RISK",-118.151436,34.087798
"165","FA0017187",95.2857142857143,"1760 N HILLHURST AVE","LOS ANGELES","FA0017187","HOME RESTAURANT","RESTAURANT (31-60) SEATS HIGH RISK",-118.287408,34.102925
"166","FA0061223",93,"5400 W ROSECRANS AVE","HAWTHORNE","FA0061223","EARTHBAR-EQUINOX MANHATTAN","RESTAURANT (0-30) SEATS MODERATE RISK",-118.374878,33.901787
"167","FA0033719",91.5714285714286,"3009 S FIGUEROA ST","LOS ANGELES","FA0033719","LA TAQUIZA","RESTAURANT (61-150) SEATS HIGH RISK",-118.278212,34.024714
"168","FA0030047",93.4285714285714,"5111 TORRANCE BLVD","TORRANCE","FA0030047","RASCAL","RESTAURANT (31-60) SEATS HIGH RISK",-118.368145,33.837584
"169","FA0030881",96.8333333333333,"15651 NORDHOFF ST","NORTH HILLS","FA0030881","JACK IN THE BOX # 3565","RESTAURANT (31-60) SEATS MODERATE RISK",-118.473711,34.235587
"170","FA0049797",94.5,"11713 VENTURA BLVD","STUDIO CITY","FA0049797","SUBWAY","RESTAURANT (0-30) SEATS MODERATE RISK",-118.388265,34.141514
"171","FA0007121",92.2727272727273,"4469 ADMIRALTY WAY","MARINA DEL REY","FA0007121","CALIFORNIA YACHT CLUB","RESTAURANT (151 + ) SEATS HIGH RISK",-118.445393,33.983608
"172","FA0046135",93.5714285714286,"2366 GLENDALE BLVD","LOS ANGELES","FA0046135","RED LION TAVERN","RESTAURANT (61-150) SEATS HIGH RISK",-118.259223,34.099199
"173","FA0167353",93.1428571428571,"11150 SANTA MONICA BLVD","LOS ANGELES","FA0167353","MARKET CAFE @ WESTWOOD GATEWAY","RESTAURANT (61-150) SEATS HIGH RISK",-118.44524,34.047309
"174","FA0005646",92.8888888888889,"5300 LANKERSHIM BLVD STE 130","NORTH HOLLYWOOD","FA0005646","BIG WANG'S","RESTAURANT (61-150) SEATS HIGH RISK",-118.376123,34.167355
"175","FA0242919",95.5,"3193 GLENDALE BLVD","LOS ANGELES","FA0242919","PALETTE FOOD AND JUICE","RESTAURANT (0-30) SEATS HIGH RISK",-118.26109,34.117979
"176","FA0074074",94.9375,"740 W AVENUE K #","LANCASTER","FA0074074","WINCO FOODS","RESTAURANT (0-30) SEATS HIGH RISK",-118.144316,34.674891
"177","FA0059751",96.25,"4114 SEPULVEDA BLVD STE #F","CULVER CITY","FA0059751","CHIPOTLE MEXICAN GRILL","RESTAURANT (31-60) SEATS HIGH RISK",-118.412701,34.006693
"178","FA0045940",96.695652173913,"1250 CAPRI DR","PACIFIC PALISADES","FA0045940","RIVIERA TENNIS CLUB","RESTAURANT (151 + ) SEATS HIGH RISK",-118.501474,34.051344
"179","FA0035037",95.5,"4032 W OLYMPIC BLVD","LOS ANGELES","FA0035037","SUN HA JANG","RESTAURANT (31-60) SEATS HIGH RISK",-118.321376,34.054082
"180","FA0013253",96.5,"16200 TEMPLE AVE","INDUSTRY","FA0013253","EXPO CENTER SNACK BAR #1","RESTAURANT (0-30) SEATS HIGH RISK",-117.938976,34.028073
"181","FA0059502",94.5,"6333 W 3RD ST STE #412","LOS ANGELES","FA0059502","CHARLIE'S COFFEE SHOP","RESTAURANT (0-30) SEATS HIGH RISK",-118.360102,34.071338
"182","FA0256365",86.5,"4532 S CENTINEA AVE","LOS ANGELES","FA0256365","CONI SEAFOOD","RESTAURANT (31-60) SEATS HIGH RISK",-118.422543,33.992281
"183","FA0010282",93.3333333333333,"7447 FIRESTONE BLVD","DOWNEY","FA0010282","BOB'S BIG BOY","RESTAURANT (151 + ) SEATS HIGH RISK",-118.147474,33.947495
"184","FA0160087",92.7142857142857,"857 S WESTERN AVE","LOS ANGELES","FA0160087","ZWONNY KITCHEN INC","RESTAURANT (31-60) SEATS HIGH RISK",-118.309079,34.056763
"185","FA0245137",94.5555555555556,"8424 FOOTHILL BLVD","SUNLAND","FA0245137","KITCHEN DELISH OF CALIFORNIA","RESTAURANT (0-30) SEATS HIGH RISK",-118.316682,34.259707
"186","FA0017985",96.8333333333333,"4242 N ROSEMEAD BLVD","ROSEMEAD","FA0017985","IN-N-OUT BURGER #20","RESTAURANT (0-30) SEATS MODERATE RISK",-118.073218,34.083855
"187","FA0039332",91,"29217 S WESTERN AVE","RANCHO PALOS VERDES","FA0039332","MAUI CHICKEN","RESTAURANT (0-30) SEATS HIGH RISK",-118.308986,33.752427
"188","FA0006294",93.5,"606 FAIR OAKS AVE","SOUTH PASADENA","FA0006294","BRISTOL FARMS","RESTAURANT (31-60) SEATS HIGH RISK",-118.150298,34.118362
"189","FA0008563",90.875,"1030 AVIATION BLVD","HERMOSA BEACH","FA0008563","CHICKEN SHACK","RESTAURANT (0-30) SEATS HIGH RISK",-118.389612,33.863388
"190","FA0048511",92.8571428571429,"713 MONTANA AVE","SANTA MONICA","FA0048511","SPUMONI","RESTAURANT (31-60) SEATS HIGH RISK",-118.501458,34.027126
"191","FA0245610",95.8,"100 W DUARTE RD","MONROVIA","FA0245610","JACK IN THE BOX # 3250","RESTAURANT (31-60) SEATS MODERATE RISK",-118.001276,34.132094
"192","FA0019892",91.5,"2222 WILSHIRE BLVD","SANTA MONICA","FA0019892","EARTH WIND FLOUR","RESTAURANT (151 + ) SEATS HIGH RISK",-118.480906,34.033235
"193","FA0224576",90.4545454545455,"8830 APOLLO WAY BLD1 100","DOWNEY","FA0224576","GAUCHO GRILL DOWNEY","RESTAURANT (61-150) SEATS HIGH RISK",-118.132021,33.922221
"194","FA0149540",96.75,"900 W OLYMPIC BLVD","LOS ANGELES","FA0149540","THE RITZ CARLTON LOS ANGELES","RESTAURANT (151 + ) SEATS MODERATE RISK",-118.266736,34.045816
"195","FA0006756",93.6666666666667,"8652 FOOTHILL BLVD","SUNLAND","FA0006756","BURRITO FACTORY","RESTAURANT (0-30) SEATS HIGH RISK",-118.321863,34.259704
"196","FA0167086",94.4666666666667,"12630 HAWTHORNE BLVD","HAWTHORNE","FA0167086","SUPERIOR GROCERS #146","RESTAURANT (0-30) SEATS MODERATE RISK",-118.352431,33.917356
"197","FA0027726",91.4285714285714,"10053 E VALLEY BLVD STE #8","EL MONTE","FA0027726","HO HO KITCHEN","RESTAURANT (0-30) SEATS HIGH RISK",-118.05112,34.078318
"198","FA0248812",84.1428571428571,"8221 SAN FERNANDO RD","SUN VALLEY","FA0248812","RESTAURANTE ""EL MANANTIAL""","RESTAURANT (0-30) SEATS HIGH RISK",-118.369774,34.219611
"199","FA0242320",95.6,"15140 PARAMOUNT BLVD","PARAMOUNT","FA0242320","PAPA JOHN'S PIZZA #4768","RESTAURANT (0-30) SEATS MODERATE RISK",-118.160039,33.895458
"200","FA0006948",94.4444444444444,"20527 DEVONSHIRE ST","CHATSWORTH","FA0006948","CAFE ORIENT","RESTAURANT (31-60) SEATS HIGH RISK",-118.580336,34.257252
"201","FA0144641",92.75,"9646 GARVEY AVE #108","SOUTH EL MONTE","FA0144641","KIM KEE NOODLE HOUSE","RESTAURANT (31-60) SEATS HIGH RISK",-118.058387,34.062711
"202","FA0043740",98.3333333333333,"8510 FIRESTONE BLVD","DOWNEY","FA0043740","PANDA EXPRESS #1170","RESTAURANT (31-60) SEATS HIGH RISK",-118.129141,33.937965
"203","FA0045831",95.3846153846154,"1745 GARFIELD AVE","SOUTH PASADENA","FA0045831","RALPHS MARKET #21","RESTAURANT (0-30) SEATS HIGH RISK",-118.134696,34.105709
"204","FA0016801",97,"11275 NATIONAL BLVD","LOS ANGELES","FA0016801","HIKO SUSHI","RESTAURANT (0-30) SEATS HIGH RISK",-118.431003,34.026439
"205","FA0032033",89.4285714285714,"1619 W CARSON ST","TORRANCE","FA0032033","JOSE ALFREDO'S MEXICAN FOOD","RESTAURANT (31-60) SEATS HIGH RISK",-118.307178,33.831472
"206","FA0050152",93.5714285714286,"13320 WHITTIER BLVD","WHITTIER","FA0050152","TACO BAJA","RESTAURANT (31-60) SEATS HIGH RISK",-118.033186,33.963343
"207","FA0166644",94.4285714285714,"2218 LINCOLN BLVD","SANTA MONICA","FA0166644","SATDHA","RESTAURANT (31-60) SEATS HIGH RISK",-118.480049,34.009935
"208","FA0017333",96.2,"833 S WESTERN AVE STE 41","LOS ANGELES","FA0017333","HAPPY NOODLE","RESTAURANT (31-60) SEATS HIGH RISK",-118.309083,34.057358
"209","FA0138210",91,"6256 WILSHIRE BLVD","LOS ANGELES","FA0138210","PITA KITCHEN","RESTAURANT (31-60) SEATS HIGH RISK",-118.365282,34.063403
"210","FA0060255",84.7142857142857,"10825 VENICE BLVD","LOS ANGELES","FA0060255","COPELLIA'S","RESTAURANT (31-60) SEATS HIGH RISK",-118.409596,34.017299
"211","FA0242699",92.5,"4212 W SUNSET BLVD","LOS ANGELES","FA0242699","EL CID","RESTAURANT (61-150) SEATS HIGH RISK",-118.282125,34.094027
"212","FA0048811",95.25,"3853 E 3RD ST","LOS ANGELES","FA0048811","STARBUCKS COFFEE #9328","RESTAURANT (0-30) SEATS LOW RISK",-118.184056,34.033385
"213","FA0034249",94.25,"2671 MAIN ST","SANTA MONICA","FA0034249","STARBUCKS COFFEE #506","RESTAURANT (0-30) SEATS LOW RISK",-118.48273,34.001162
"214","FA0240157",95,"324 N AZUSA AVE","COVINA","FA0240157","LAS REAL MICHOACANA","RESTAURANT (0-30) SEATS MODERATE RISK",-117.907715,34.088346
"215","FA0065937",93.5714285714286,"8432 S LAUREL AVE STE D","WHITTIER","FA0065937","LOS COMPADRES","RESTAURANT (0-30) SEATS HIGH RISK",-118.029958,33.960284
"216","FA0068275",92.125,"11300 SOUTH ST # A-1","CERRITOS","FA0068275","PANERA BREAD#1376","RESTAURANT (61-150) SEATS HIGH RISK",-118.092694,33.858324
"217","FA0257051",96,"118 SIERRA ST UNIT A","EL SEGUNDO","FA0257051","SMOKY HOLLOW BAKING CO.","RESTAURANT (0-30) SEATS MODERATE RISK",-118.408895,33.917027
"218","FA0255870",94.8571428571429,"19907 VENTURA BLVD","WOODLAND HILLS","FA0255870","PACIFIC KOSHER AT WOODLAND HILLS","RESTAURANT (0-30) SEATS HIGH RISK",-118.566185,34.172245
"219","FA0060164",91.5714285714286,"5560 SANTA MONICA BLVD","LOS ANGELES","FA0060164","COMA PRONTO","RESTAURANT (0-30) SEATS HIGH RISK",-118.311224,34.090767
"220","FA0034398",95.9333333333333,"8640 E ALONDRA BLVD","PARAMOUNT","FA0034398","STATER BROS #153","RESTAURANT (0-30) SEATS MODERATE RISK",-118.150889,33.889174
"221","FA0038854",94.1666666666667,"4783 COMMONS WAY STE #E","CALABASAS","FA0038854","MARMALADE CAFE","RESTAURANT (61-150) SEATS HIGH RISK",-118.644931,34.154407
"222","FA0066269",90.3333333333333,"2007 W AVENUE J","LANCASTER","FA0066269","MALHI INDIAN CUISINE","RESTAURANT (31-60) SEATS HIGH RISK",-118.166304,34.689473
"223","FA0250804",92.8,"8532 MELROSE AVE","WEST HOLLYWOOD","FA0250804","JOE & THE JUICE","RESTAURANT (61-150) SEATS MODERATE RISK",-118.377837,34.081944
"224","FA0252624",96,"929 W JEFFERSON BLVD","LOS ANGELES","FA0252624","THE BAKED BEAR","RESTAURANT (0-30) SEATS LOW RISK",-118.285655,34.024513
"225","FA0014692",95.5,"3250 W OLYMPIC BLVD STE #100","LOS ANGELES","FA0014692","GALLERIA MARKET","RESTAURANT (0-30) SEATS HIGH RISK",-118.307787,34.052638
"226","FA0165041",90,"709 N PACIFIC COAST HWY","REDONDO BEACH","FA0165041","HAPPY VEGGIE RESTAURANT","RESTAURANT (0-30) SEATS MODERATE RISK",-118.389796,33.853175
"227","FA0243833",95.8571428571429,"2728 E PALMDALE BLVD # 116","PALMDALE","FA0243833","PUPUSERIA BENDICION DE DIOS","RESTAURANT (31-60) SEATS HIGH RISK",-118.080091,34.580141
"228","FA0024304",89.2,"17455 S CENTRAL AVE","CARSON","FA0024304","MCDONALD'S #22569","RESTAURANT (61-150) SEATS MODERATE RISK",-118.248761,33.872359
"229","FA0065252",95.5,"9536 LONG BEACH BLVD","SOUTH GATE","FA0065252","LA PERLA DEL MAR","RESTAURANT (61-150) SEATS HIGH RISK",-118.217234,33.948814
"230","FA0031300",92.625,"7308 FOOTHILL BLVD","TUJUNGA","FA0031300","JTG RESTAURANT GROUP INC","RESTAURANT (61-150) SEATS HIGH RISK",-118.291055,34.250121
"231","FA0202768",98,"13126 HAWTHORNE BLVD","HAWTHORNE","FA0202768","THE CORNER BAR @352","RESTAURANT (31-60) SEATS LOW RISK",-118.352383,33.913226
"232","FA0037373",92.2857142857143,"15505 ROSCOE BLVD","NORTH HILLS","FA0037373","THE HORSELESS CARRIAGE","RESTAURANT (31-60) SEATS HIGH RISK",-118.47048,34.221417
"233","FA0240044",95.375,"26238 BOUQUET CANYON RD","SANTA CLARITA","FA0240044","MY HOT POT","RESTAURANT (31-60) SEATS HIGH RISK",-118.541538,34.42165
"234","FA0015339",89.4285714285714,"2206 W ROSECRANS AVE","GARDENA","FA0015339","CHURCH'S FRIED CHICKEN #949","RESTAURANT (0-30) SEATS MODERATE RISK",-118.318229,33.901913
"235","FA0009449",91.1111111111111,"209 S GARFIELD AVE","MONTEREY PARK","FA0009449","COCARY SHABU SHABU","RESTAURANT (61-150) SEATS HIGH RISK",-118.122816,34.061098
"236","FA0062344",93,"560 S WORKMAN MILL RD","LA PUENTE","FA0062344","FRESH DONUTS","RESTAURANT (31-60) SEATS MODERATE RISK",-118.000363,34.039378
"237","FA0006096",92.2,"3959 WILSHIRE BLVD STE A11","LOS ANGELES","FA0006096","BOONSHO RESTAURANT","RESTAURANT (61-150) SEATS HIGH RISK",-118.312818,34.061751
"238","FA0172432",96.625,"16404 DELONE ST","SANTA CLARITA","FA0172432","BERGIES BAR & GRILL","RESTAURANT (61-150) SEATS HIGH RISK",-118.422824,34.424276
"239","FA0039275",93.5714285714286,"560 W RANCHO VISTA BLVD","PALMDALE","FA0039275","MI RANCHITO MEXICAN GRILL","RESTAURANT (31-60) SEATS HIGH RISK",-118.140514,34.601724
"240","FA0251588",91.1666666666667,"1451 W ARTESIA BLVD # 1","GARDENA","FA0251588","THE CRAB SHACK","RESTAURANT (61-150) SEATS HIGH RISK",-118.301942,33.87298
"241","FA0175383",95.75,"735 S FIGUEROA ST # 121","LOS ANGELES","FA0175383","SALATA","RESTAURANT (0-30) SEATS HIGH RISK",-118.260341,34.048865
"242","FA0028938",95.875,"2635 W OLIVE AVE","BURBANK","FA0028938","POQUITO MAS","RESTAURANT (31-60) SEATS HIGH RISK",-118.330964,34.159793
"243","FA0255216",89.5714285714286,"2533 LINCOLN BLVD","VENICE","FA0255216","NIGHT MARKET SAHM","RESTAURANT (31-60) SEATS HIGH RISK",-118.448765,33.991631
"244","FA0043064",99.1428571428571,"682 W HUNTINGTON DR","MONROVIA","FA0043064","PANDA EXPRESS #533","RESTAURANT (31-60) SEATS HIGH RISK",-118.014018,34.140209
"245","FA0044464",95.5,"806 W ARROW HWY STE #C","SAN DIMAS","FA0044464","PHILLY'S BEST OF SAN DIMAS","RESTAURANT (31-60) SEATS MODERATE RISK",-117.822514,34.106616
"246","FA0039674",97.6666666666667,"6309 LANKERSHIM BLVD","NORTH HOLLYWOOD","FA0039674","MCDONALD'S # 10997","RESTAURANT (61-150) SEATS MODERATE RISK",-118.386984,34.185352
"247","FA0255663",93.625,"10871 PICO BLVD","LOS ANGELES","FA0255663","NIZAM INDIAN CUISINE","RESTAURANT (31-60) SEATS HIGH RISK",-118.42899,34.039896
"248","FA0153604",98.5625,"285 W HUNTINGTON DR","ARCADIA","FA0153604","SANTA ANITA PARK","RESTAURANT (0-30) SEATS MODERATE RISK",-118.038778,34.138813
"249","FA0006522",81.4,"114 SUMNER AVE","AVALON","FA0006522","ORIGINAL ANTONIO'S PIZZERIA","RESTAURANT (0-30) SEATS HIGH RISK",-118.326355,33.343473
"250","FA0021464",93.1428571428571,"1517 E FLORENCE AVE","LOS ANGELES","FA0021464","EL SENOR TACO","RESTAURANT (0-30) SEATS HIGH RISK",-118.246963,33.974753
"251","FA0050454",92.3333333333333,"8730 WOODMAN AVE","PACOIMA","FA0050454","TACOS VALLARTA","RESTAURANT (61-150) SEATS HIGH RISK",-118.435079,34.22859
"252","FA0026865",96.1666666666667,"5187 W SUNSET BLVD","LOS ANGELES","FA0026865","OCHA CLASSIC RESTAURANT #5","RESTAURANT (31-60) SEATS HIGH RISK",-118.3032,34.098115
"253","FA0067615",98.1428571428571,"314 E HUNTINGTON DR","ARCADIA","FA0067615","NIRVANA","RESTAURANT (31-60) SEATS HIGH RISK",-118.023618,34.140112
"254","FA0068036",92.75,"929 W HUNTINGTON DR","MONROVIA","FA0068036","OTO OTO JAPANESE RESTAURANT","RESTAURANT (61-150) SEATS HIGH RISK",-118.01941,34.14027
"255","FA0171306",98.3333333333333,"1010 N GAREY AVE","POMONA","FA0171306","STARBUCKS #23599","RESTAURANT (0-30) SEATS LOW RISK",-117.752043,34.067989
"256","FA0008469",84.75,"320 AVENUE I","REDONDO BEACH","FA0008469","BASKIN ROBBINS #34","RESTAURANT (0-30) SEATS LOW RISK",-118.384712,33.818881
"257","FA0256612",91.5714285714286,"9600 BRIGHTON WAY","BEVERLY HILLS","FA0256612","BRIGHTON COFFEE SHOP","RESTAURANT (31-60) SEATS HIGH RISK",-118.403957,34.068505
"258","FA0138676",94.45,"315 SAN  FERNANDO MISSION BLVD","SAN FERNANDO","FA0138676","EL SUPER #47","RESTAURANT (0-30) SEATS MODERATE RISK",-118.443726,34.283612
"259","FA0034008",94.5,"4125 PARAMOUNT BLVD","LAKEWOOD","FA0034008","LAKEWOOD FAMILY BILLARDS","RESTAURANT (0-30) SEATS MODERATE RISK",-118.160027,33.833232
"260","FA0010204",91.5,"1228 W AVENUE I","LANCASTER","FA0010204","CRAZY OTTO'S #3","RESTAURANT (61-150) SEATS HIGH RISK",-118.152399,34.703973
"261","FA0222363",94.6666666666667,"3435 WILSHIRE BLVD STE 108","LOS ANGELES","FA0222363","TARBOOSH MNIDDLE EAST KITCHEN","RESTAURANT (31-60) SEATS HIGH RISK",-118.298558,34.061762
"262","FA0139748",97.1,"700 W HUNTINGTON DR","MONROVIA","FA0139748","COURTYARD BY MARRIOTT","RESTAURANT (31-60) SEATS MODERATE RISK",-118.014854,34.140199
"263","FA0159933",91.1666666666667,"3030 E PALMDALE BLVD B","PALMDALE","FA0159933","EL BURRITO LOCO","RESTAURANT (0-30) SEATS HIGH RISK",-118.075148,34.580232
"264","FA0035895",93.3333333333333,"7456 VAN NUYS BLVD","VAN NUYS","FA0035895","LOS TRES HERMANOS","RESTAURANT (31-60) SEATS HIGH RISK",-118.448765,34.206332
"265","FA0039012",93.2,"2377 CRENSHAW BLVD STE 115","TORRANCE","FA0039012","METRO CAFE #2","RESTAURANT (0-30) SEATS MODERATE RISK",-118.328597,33.823367
"266","FA0178940",96.25,"5615 HOLLYWOOD BLVD","LOS ANGELES","FA0178940","CATCH 56","RESTAURANT (0-30) SEATS HIGH RISK",-118.312061,34.101714
"267","FA0180555",95.375,"4413 S MAIN ST","LOS ANGELES","FA0180555","LUCKY CHINA","RESTAURANT (0-30) SEATS HIGH RISK",-118.273982,34.003178
"268","FA0004909",96.25,"22435 VENTURA BLVD STE D","WOODLAND HILLS","FA0004909","BARONE'S THE PIZZERIA EXPRES","RESTAURANT (0-30) SEATS HIGH RISK",-118.615627,34.168429
"269","FA0166048",87.5714285714286,"1164 E HUNTINGTON DR","DUARTE","FA0166048","MONGOLIAN HASHEN BBQ","RESTAURANT (61-150) SEATS HIGH RISK",-117.9799,34.13954
"270","FA0173737",95.2222222222222,"11006 DOWNEY AVE","DOWNEY","FA0173737","CARME'S BIONICOS","RESTAURANT (0-30) SEATS HIGH RISK",-118.131902,33.941673
"271","FA0029567",89.6666666666667,"966 MISSION ST","SOUTH PASADENA","FA0029567","RADHIKA","RESTAURANT (31-60) SEATS HIGH RISK",-118.157238,34.115754
"272","FA0071470",91.3333333333333,"5418 RESEDA BLVD","TARZANA","FA0071470","SUPER WOK","RESTAURANT (61-150) SEATS HIGH RISK",-118.535992,34.169457
"273","FA0052332",94.8333333333333,"5780 CANOGA AVE STE D","WOODLAND HILLS","FA0052332","THE STAND","RESTAURANT (61-150) SEATS HIGH RISK",-118.597371,34.17481
"274","FA0008462",93,"12540 SOUTH ST","ARTESIA","FA0008462","BASKIN ROBBINS","RESTAURANT (0-30) SEATS MODERATE RISK",-118.064553,33.858514
"275","FA0069465",93.875,"13019 ROSECRANS AVE STE #105","NORWALK","FA0069465","RENU NAKORN RESTAURANT","RESTAURANT (31-60) SEATS HIGH RISK",-118.054524,33.902432
"276","FA0224562",95.5,"6821 EASTERN AVE # A","BELL GARDENS","FA0224562","DUNKIN' DONUTS","RESTAURANT (31-60) SEATS MODERATE RISK",-118.164447,33.970723
"277","FA0035294",95,"5595 ROSEMEAD BLVD","TEMPLE CITY","FA0035294","SUPER A FOODS","RESTAURANT (0-30) SEATS MODERATE RISK",-118.073594,34.101264
"278","FA0006141",97.5,"2075 3RD ST","LA VERNE","FA0006141","BOWL HOUSE","RESTAURANT (0-30) SEATS HIGH RISK",-117.77066,34.100635
"279","FA0039667",96.8333333333333,"11170 S LONG BEACH BLVD","LYNWOOD","FA0039667","MCDONALD'S","RESTAURANT (31-60) SEATS MODERATE RISK",-118.211347,33.930001
"280","FA0035066",92.8,"10807 E BEVERLY BLVD E","WHITTIER","FA0035066","SUNNY DONUTS","RESTAURANT (0-30) SEATS MODERATE RISK",-118.055092,33.99845
"281","FA0202542",92.1111111111111,"6301 FLORENCE AVE","BELL GARDENS","FA0202542","EL PICANTE","RESTAURANT (31-60) SEATS HIGH RISK",-118.152768,33.966192
"282","FA0047341",92.2857142857143,"19938 1/2 VENTURA BLVD","WOODLAND HILLS","FA0047341","SAFIR MEDITERRANEAN CUISINE","RESTAURANT (61-150) SEATS HIGH RISK",-118.567662,34.172068
"283","FA0203449",90,"138 N ROBERTSON BLVD","BEVERLY HILLS","FA0203449","MARI CAFE AND GRILL","RESTAURANT (0-30) SEATS HIGH RISK",-118.383717,34.067815
"284","FA0224569",97,"856 E ROUTE 66","GLENDORA","FA0224569","BASKIN ROBBINS","RESTAURANT (0-30) SEATS LOW RISK",-117.850918,34.12872
"285","FA0020278",89.5714285714286,"2397 E WASHINGTON BLVD","PASADENA","FA0020278","EGG ROLL EXPRESS","RESTAURANT (31-60) SEATS HIGH RISK",-118.101063,34.169138
"286","FA0049610",96.0666666666667,"12800 S LA MIRADA BLVD","LA MIRADA","FA0049610","STATER BROS #134","RESTAURANT (0-30) SEATS MODERATE RISK",-118.01178,33.915965
"287","FA0251335",93.375,"44205 20TH ST W","LANCASTER","FA0251335","MARIBEL'S","RESTAURANT (0-30) SEATS HIGH RISK",-118.165729,34.685992
"288","FA0222099",94.6666666666667,"14006 RIVERSIDE DR # 9240","SHERMAN OAKS","FA0222099","WETZEL'S PRETZELS","RESTAURANT (0-30) SEATS MODERATE RISK",-118.435247,34.157625
